,Close,SMA_7,EMA_7,edit_count,sentiment,neg_sentiment
2014-09-22,402.1520080566406,405.8226013183594,410.4198494114504,5.233333333333333,-0.2040174743628428,0.5327182327476445
2014-09-23,435.7909851074219,408.0927978515625,418.8768946434409,5.3,-0.1878628011639839,0.5243848994143112
2014-09-24,423.2049865722656,413.77459716796875,420.31959195304916,5.233333333333333,-0.2118309362824684,0.5377182327476445
2014-09-25,411.5740051269531,414.3085998535156,417.4043963443505,4.633333333333334,-0.19731842916170017,0.5297817248111366
2014-09-26,404.42498779296875,415.42939453125,413.07792682722334,4.3,-0.17830655973115822,0.50311505814447
2014-09-27,399.5199890136719,414.9029907226562,408.5586142227062,3.533333333333333,-0.16898438140709457,0.49711505814446993
2014-09-28,377.1809997558594,403.1809936523438,398.09940940042395,3.4,-0.18434148584762472,0.48878172481113663
2014-09-29,375.4670104980469,393.6333984375,390.55527643296494,4.466666666666667,-0.21191146551769655,0.5029231389525507
2014-09-30,386.9440002441406,388.7073974609375,389.3515177033569,4.766666666666667,-0.23694846471260758,0.5164079874373992
2014-10-01,383.614990234375,384.54539794921874,387.4393418803629,5.166666666666667,-0.2503952589500169,0.5235508445802564
2014-10-02,375.0719909667969,379.6557983398437,383.31689157584094,4.833333333333333,-0.22737788775247533,0.5124397334691453
2014-10-03,359.5119934082031,376.1219970703125,375.38192551996167,4.8,-0.21388014616111262,0.5045032255326373
2014-10-04,328.8659973144531,366.8017944335937,359.8766161181255,4.8,-0.16901293458083613,0.471169892199304
2014-10-05,320.510009765625,353.51499633789064,346.7544140006254,5.166666666666667,-0.18173032014725993,0.4775190985485104
2014-10-06,330.0790100097656,342.80780029296875,341.19594600367213,5.233333333333333,-0.19062656954750476,0.4819635429929548
2014-10-07,336.18701171875,335.0308044433594,339.5263012420314,4.8,-0.2032562131560468,0.4873556998556999
2014-10-08,352.94000244140625,333.71640625,343.9975349751564,4.9,-0.18791982579992447,0.47902236652236657
2014-10-09,365.0260009765625,340.9484069824219,351.00702364229176,5.033333333333333,-0.21688617880575756,0.49568903318903323
2014-10-10,361.56201171875,349.1588073730469,354.52535300111117,5.133333333333334,-0.25015010551048217,0.5123556998556998
2014-10-11,362.29901123046875,355.6028076171875,357.11657241089705,5.366666666666666,-0.2664325856141112,0.5361652236652237
2014-10-12,378.54901123046875,364.07520751953126,364.26071868408764,5.366666666666666,-0.2664325856141112,0.5361652236652237
2014-10-13,390.41400146484375,371.57000732421875,372.9784796110064,5.9,-0.2650032060858921,0.5356601731601731
2014-10-14,400.8699951171875,378.7388061523437,382.2756514464001,6.466666666666667,-0.25019985379616244,0.5282527657527658
2014-10-15,394.77301025390625,385.381005859375,386.44143771556884,7.1,-0.2658061685770659,0.5358144941478274
2014-10-16,382.5559997558594,389.4324035644531,385.146291728999,7.933333333333334,-0.2778853317310322,0.5584811608144942
2014-10-17,383.75799560546875,390.4742004394531,384.68352635448895,8.266666666666667,-0.29033516661708353,0.564433541766875
2014-10-18,391.4419860839844,390.67979736328124,386.93634626432083,8.2,-0.2575860035060326,0.5311002084335418
2014-10-19,389.5459899902344,388.4149963378906,387.80622750629203,8.533333333333333,-0.2870630847764776,0.5477668751002085
2014-10-20,382.8450012207031,386.02939453125,386.15248541109577,8.9,-0.30491711761390516,0.5567412340745673
2014-10-21,386.4750061035156,386.8131958007813,386.25999230856905,8.966666666666667,-0.3018587973300154,0.5567412340745673
2014-10-22,383.1579895019531,386.6931945800781,385.22599137303047,9.333333333333334,-0.3335087757437417,0.5900745674079008
2014-10-23,358.4169921875,380.08819580078125,376.28965831118705,9.333333333333334,-0.33323694727112746,0.5900745674079008
2014-10-24,358.3450012207031,373.847998046875,370.3081059476924,9.333333333333334,-0.28912315363311003,0.5678523451856786
2014-10-25,347.27099609375,366.7331970214844,362.6290693297116,9.433333333333334,-0.33184491489950046,0.5900745674079009
2014-10-26,354.7040100097656,360.3789978027344,359.98738288972964,9.666666666666666,-0.31996406410756933,0.5995983769317104
2014-10-27,352.989013671875,354.34520263671874,357.6545931504448,9.633333333333333,-0.35114788805070746,0.616265043598377
2014-10-28,357.6180114746094,354.18540649414064,357.64239925849967,9.7,-0.3839344391686045,0.6495983769317103
2014-10-29,335.59100341796875,349.6346069335938,350.29193397832273,8.933333333333334,-0.3956094492513021,0.6554569627902961
2014-10-30,345.30499267578125,349.24140625,348.6296202108089,8.766666666666667,-0.3808702245061345,0.6482347405680738
2014-10-31,338.3210144042969,345.9648071289063,345.1934182753049,8.833333333333334,-0.3804518359996482,0.6473418834252167
2014-11-01,325.7489929199219,340.5168029785156,338.7119431568439,9.433333333333334,-0.3867289598879819,0.6506752167585501
2014-11-02,325.8919982910156,334.1716003417969,334.43862820156784,10.433333333333334,-0.39131960697613866,0.6543789204622538
2014-11-03,327.5539855957031,332.56419677734374,332.1437473329463,11.166666666666666,-0.42881136028480804,0.6775673262593552
2014-11-04,330.49200439453125,329.6015991210937,331.59316635347466,11.1,-0.41502265755560563,0.6712181199101489
2014-11-05,339.4859924316406,329.8345947265625,334.22410837953,11.233333333333333,-0.4062377449958844,0.6667736754657044
2014-11-06,349.2900085449219,334.5427978515625,339.2460751013273,11.833333333333334,-0.39504141038098617,0.6629857966778256
2014-11-07,342.4150085449219,337.84739990234374,340.3023862491922,12.3,-0.3992525069017633,0.6657635744556034
2014-11-08,345.4880065917969,341.4342041015625,342.03092636339375,13.1,-0.3916852954459943,0.66243024112227
2014-11-09,363.2640075683594,347.9886047363281,349.1086200983823,13.933333333333334,-0.40842388165939114,0.6722003560647989
2014-11-10,366.92401123046875,353.47620849609376,355.0470838090778,14.033333333333333,-0.4179294365511591,0.6783908322552751
2014-11-11,367.69500732421875,357.15720825195314,359.2630583141248,14.366666666666667,-0.43110331613483577,0.7017241655886084
2014-11-12,423.5610046386719,373.38640747070315,380.69570708897385,14.033333333333333,-0.4146773620434072,0.6938958827603254
2014-11-13,420.7349853515625,388.43580322265626,394.0421331765034,13.966666666666667,-0.40730314998038614,0.6908866235010662
2014-11-14,397.8179931640625,395.3466003417969,395.3007531723565,13.3,-0.3799886368891188,0.6767772760583856
2014-11-15,376.13299560546875,397.1883972167969,388.9115006500606,12.933333333333334,-0.3772044918234025,0.6755391808202903
2014-11-16,387.8819885253906,401.2257934570313,388.5683299418373,12.7,-0.39645748463505964,0.6850629903440999
2014-11-17,387.4079895019531,393.9951904296875,388.1815497952093,12.933333333333334,-0.41166506223826355,0.7088725141536237
2014-11-18,375.197998046875,384.88779296875,383.85369921243125,12.9,-0.4025621953877703,0.7037443090254185
2014-11-19,380.55499267578125,381.43519287109376,382.75413036688127,12.6,-0.4160133082709836,0.7114366167177262
2014-11-20,357.8399963378906,377.77659301757814,374.4494190238844,12.7,-0.41388162308214516,0.7090556643367738
2014-11-21,350.8479919433594,370.3697937011719,366.5822766637094,12.8,-0.39743482486799653,0.6995318548129643
2014-11-22,352.9200134277344,363.4721984863281,362.02818891838444,12.833333333333334,-0.3865738381584018,0.6945318548129643
2014-11-23,367.572998046875,361.94719848632815,363.87645862788133,12.933333333333334,-0.40933922260730093,0.7056429659240755
2014-11-24,376.9010009765625,361.2164001464844,368.2179727441084,13.1,-0.38690462581468493,0.6935217538028634
2014-11-25,375.3479919433594,364.71799926757814,370.59464581052544,13.133333333333333,-0.40665504408034553,0.7048312776123871
2014-11-26,368.3699951171875,368.22239990234374,369.8530955794128,13.933333333333334,-0.401280523619581,0.7021646109457204
2014-11-27,369.6700134277344,371.57239990234376,369.79206819552,14.933333333333334,-0.3707515511354096,0.6854979442790536
2014-11-28,376.4469909667969,373.3471984863281,372.01037578594566,15.966666666666667,-0.38226964427458504,0.6915142044416555
2014-11-29,375.4909973144531,373.06519775390626,373.17058296211485,15.6,-0.3865400441165824,0.6920697599972109
2014-11-30,378.0469970703125,373.60499877929686,374.7960543315141,15.666666666666666,-0.39214149341356463,0.6950790192564702
2014-12-01,379.2449951171875,375.7799987792969,376.27903459340524,15.266666666666667,-0.40463768338532946,0.7000790192564702
2014-12-02,381.31500244140625,378.10899658203124,377.95769054273893,14.5,-0.4216847516582299,0.7083411275185784
2014-12-03,375.010009765625,377.82160034179685,376.975130283701,13.833333333333334,-0.44206239032072475,0.7184860550548104
2014-12-04,369.60400390625,376.6442016601562,374.518088157884,13.566666666666666,-0.42101433870516863,0.7045971661659214
2014-12-05,376.85400390625,376.4056030273438,375.2967267406727,13.266666666666667,-0.4099112881288527,0.6823749439436992
2014-12-06,374.7850036621094,375.51360473632815,375.1261523811516,12.633333333333333,-0.4354294718250023,0.6944961560649114
2014-12-07,375.0950012207031,374.2696044921875,375.1157686610021,12.066666666666666,-0.4443837290395132,0.700051711620467
2014-12-08,361.90899658203125,371.64940185546874,370.7135113013452,11.1,-0.4512591405102443,0.7033850449538003
2014-12-09,352.218994140625,368.1723999023437,364.54867224777183,10.966666666666667,-0.46256541072594737,0.7089482633446048
2014-12-10,346.364990234375,362.07459716796876,358.4874449099729,10.666666666666666,-0.47008908251193776,0.7122815966779381
2014-12-11,350.5060119628906,357.218798828125,355.8269672609455,10.6,-0.47145918900040407,0.7139482633446048
2014-12-12,352.5419921875,352.70819702148435,354.731975569797,10.3,-0.4807468850837908,0.7167260411223827
2014-12-13,347.3760070800781,349.8015991210938,352.27998607322405,10.166666666666666,-0.4817057949231825,0.7160315966779383
2014-12-14,351.6319885253906,349.6841979980469,352.0639868906129,10.0,-0.5194403844715205,0.7350792157255572
2014-12-15,345.3450012207031,349.4802001953125,349.824325000643,9.8,-0.5366793569849692,0.7428173109636524
2014-12-16,327.06201171875,344.79140014648436,342.23688724001204,9.933333333333334,-0.5251332781058894,0.7371896053359468
2014-12-17,319.7760009765625,338.2382019042969,334.74992515219554,9.966666666666667,-0.5050062872738558,0.725880081526423
2014-12-18,311.39599609375,331.0421997070313,326.9652821327137,9.833333333333334,-0.4884109511497671,0.7161934718398134
2014-12-19,317.8429870605469,324.2843994140625,323.9245171086581,10.0,-0.4662094039575644,0.7050823607287022
2014-12-20,329.95599365234375,321.20659790039065,325.9350092898867,9.966666666666667,-0.46323943852424687,0.7019077575540991
2014-12-21,320.8429870605469,319.96279296875,324.2376685467734,9.633333333333333,-0.46485767057010174,0.7030982337445753
